experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	quantifier_present	numerics_present	no	any	either	half	each	neither	all	every	some	not many	small number of	whole	lots of	none	lot of	many	plenty of	much	few	several	most	a large number of	number of	not much	little	numerous	a lot of	10x	nine	10	six	one	0	2.	5	20	2	6	)	100	five	7	(	flower:4	95	3	4	/	120	9	2/3	26	two	15	9/10	1	1.	1h	25	34	three	90	twelve	four	75	8	12	eight	1/2	80
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	they have to have three whiskers AND white stripes	12.525	chatMessage	I	False	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	student	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	Are they of a specific size?	3.275	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	no	1.185	chatMessage	F	True	False	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	student	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	Ok	2.65	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	explorer	1	flowers with thorns	flowers_thorns	1	if it has thorns	4.71	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	student	1	flowers with thorns	flowers_thorns	1	Is it a specific color?	4.316	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	explorer	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	2	just the trunk is colored in, or the trunk and berries are colored in and the leaves are empty	24.156999999999996	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	3	orange wing, colored in	10.36	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	3	im not sure what else, very confusing	8.357999999999999	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	3	ok?	0.866	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	student	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	3	ok	0.324	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4987-1df364dc-9556-4343-b0bb-ffb586270944	1548440000000.0	explorer	21	bugs with purple wings or white legs	bugs_purple_wings_or_white_legs	4	mostly colored in, not many white spaces	6.575	chatMessage	I	True	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
