experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	student	15	birds with orange wings and tails	birds_orange_wings_tails	0	what color is the species	9.921	chatMessage	F	?
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	0	The species always has an orange wing and a tail. The tail can be any color, it can have a mohawk	16.675	chatMessage	F	Q
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	0	Body can be any color	2.0069999999999997	chatMessage	F	Q
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	0	Any color. Just has an orange wing and any color tail 	11.305	chatMessage	F	Q
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	0	It doesn't have to have a mohawk though	3.9819999999999998	chatMessage	F	G
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	student	15	birds with orange wings and tails	birds_orange_wings_tails	0	does it have eyes and ears	16.477999999999998	chatMessage	F	?
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	0	I don't remember about ears. Eyes yes. All the pictures will have eyes and ears, not important	17.418	chatMessage	F	Q
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	0	Those are the only variations that matter: orange wing, and having any color tail	8.741	chatMessage	F	Q
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	student	15	birds with orange wings and tails	birds_orange_wings_tails	0	any other description on size features that you can mention	23.601	chatMessage	F	Q
mp-game-6	pilot	2340-873c7f2d-0469-4617-8313-3c110379ffb2	1550000000000.0	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	0	They were all the same size. They all look very similar to each other. They are the same shape and size, same eyes, etc. The only thing that varies at all is: presence/absence of tail, presence/absence of mohawk, and the color of the body, tail, wing, and mohawk	41.196999999999996	chatMessage	F	Q
